State,County,FIPS,Area,1987_N_FarmFertilizer,1987_N_NonfarmFertilizer,1988_N_FarmFertilizer,1988_N_NonfarmFertilizer,1989_N_FarmFertilizer,1989_N_NonfarmFertilizer,1990_N_FarmFertilizer,1990_N_NonfarmFertilizer,1991_N_FarmFertilizer,1991_N_NonfarmFertilizer,1992_N_FarmFertilizer,1992_N_NonfarmFertilizer,1993_N_FarmFertilizer,1993_N_NonfarmFertilizer,1994_N_FarmFertilizer,1994_N_NonfarmFertilizer,1995_N_FarmFertilizer,1995_N_NonfarmFertilizer,1996_N_FarmFertilizer,1996_N_NonfarmFertilizer,1997_N_FarmFertilizer,1997_N_NonfarmFertilizer,1998_N_FarmFertilizer,1998_N_NonfarmFertilizer,1999_N_FarmFertilizer,1999_N_NonfarmFertilizer,2000_N_FarmFertilizer,2000_N_NonfarmFertilizer,2001_N_FarmFertilizer,2001_N_NonfarmFertilizer,1987_P_FarmFertilizer,1987_P_NonfarmFertilizer,1988_P_FarmFertilizer,1988_P_NonfarmFertilizer,1989_P_FarmFertilizer,1989_P_NonfarmFertilizer,1990_P_FarmFertilizer,1990_P_NonfarmFertilizer,1991_P_FarmFertilizer,1991_P_NonfarmFertilizer,1992_P_FarmFertilizer,1992_P_NonfarmFertilizer,1993_P_FarmFertilizer,1993_P_NonfarmFertilizer,1994_P_FarmFertilizer,1994_P_NonfarmFertilizer,1995_P_FarmFertilizer,1995_P_NonfarmFertilizer,1996_P_FarmFertilizer,1996_P_NonfarmFertilizer,1997_P_FarmFertilizer,1997_P_NonfarmFertilizer,1998_P_FarmFertilizer,1998_P_NonfarmFertilizer,1999_P_FarmFertilizer,1999_P_NonfarmFertilizer,2000_P_FarmFertilizer,2000_P_NonfarmFertilizer,2001_P_FarmFertilizer,2001_P_NonfarmFertilizer,1982_N_ManureUnconfined,1982_N_ManureConfined,1987_N_ManureUnconfined,1987_N_ManureConfined,1992_N_ManureUnconfined,1992_N_ManureConfined,1997_N_ManureUnconfined,1997_N_ManureConfined,1982_P_ManureUnconfined,1982_P_ManureConfined,1987_P_ManureUnconfined,1987_P_ManureConfined,1992_P_ManureUnconfined,1992_P_ManureConfined,1997_P_ManureUnconfined,1997_P_ManureConfined,1985_N_AtmosphericDeposition,1986_N_AtmosphericDeposition,1987_N_AtmosphericDeposition,1988_N_AtmosphericDeposition,1989_N_AtmosphericDeposition,1990_N_AtmosphericDeposition,1991_N_AtmosphericDeposition,1992_N_AtmosphericDeposition,1993_N_AtmosphericDeposition,1994_N_AtmosphericDeposition,1995_N_AtmosphericDeposition,1996_N_AtmosphericDeposition,1997_N_AtmosphericDeposition,1998_N_AtmosphericDeposition,1999_N_AtmosphericDeposition,2000_N_AtmosphericDeposition,2001_N_AtmosphericDeposition
TX,LAMPASAS,48281,"1,849","763,757","1,214","951,803","2,133","612,338","1,968","905,477","4,331","1,045,126","2,361","1,047,193","2,501","1,177,022","3,373","1,339,344","4,303","1,170,181","3,499","1,216,136","3,805","1,305,515","3,750","1,309,502","3,054","1,326,974","3,367","1,332,951","3,543","1,094,913","4,852","92,747",263,"105,387",349,"64,489",302,"113,146",603,"131,580",371,"113,159",319,"135,813",476,"152,945",562,"145,930",623,"136,116",555,"144,895",534,"146,111",500,"131,596",468,"151,593",485,"119,884",553,"2,079,541","277,651","1,544,158","246,726","1,859,492","223,362","1,737,306","216,974","637,939","76,156","477,634","62,609","588,408","59,319","541,866","53,642","439,075","513,948","594,874","323,802","569,548","738,924","635,075","649,671","540,388","655,815","560,410","464,586","716,082","588,938","511,821","637,948","576,782"
TX,LA SALLE,48283,"3,870","241,291",297,"327,095",512,"226,047",449,"355,558","1,016","433,142",575,"455,152",595,"518,873",857,"598,347","1,008","529,383",748,"556,740",775,"604,405",741,"537,195",594,"474,729",655,"407,264",672,"277,642",880,"29,301",64,"36,217",84,"23,806",69,"44,429",141,"54,532",90,"49,184",76,"59,871",121,"68,328",132,"66,018",133,"62,313",113,"67,081",105,"59,939",97,"47,079",91,"46,317",92,"30,400",100,"2,259,653","263,093","1,775,480","272,117","1,633,522","152,605","1,381,157","218,095","737,103","78,144","579,766","81,797","401,919","33,631","349,168","51,380","906,213","1,183,885","1,252,017","712,517","919,813","1,320,413","1,098,859","1,316,477","1,296,926","1,386,485","839,436","821,359","1,292,293","1,202,775","899,815","1,004,431","1,006,912"
TX,LAVACA,48285,"2,513","4,797,907","1,755","5,697,086","3,121","3,498,319","2,771","4,945,393","6,017","5,464,955","3,317","5,249,652","3,426","5,547,204","4,358","5,928,580","5,213","4,859,596","3,850","4,732,229","4,014","4,753,041","3,862","5,249,892","3,129","5,806,302","3,500","6,318,608","3,578","5,587,617","4,628","582,635",381,"630,804",510,"368,428",425,"617,961",837,"688,033",522,"567,274",438,"640,075",615,"677,007",681,"606,026",686,"529,656",585,"527,526",550,"585,768",513,"575,811",487,"718,597",490,"611,799",527,"4,187,769","683,724","4,643,631","781,137","4,674,839","806,831","5,163,038","1,205,099","1,358,221","205,863","1,501,850","242,972","1,514,530","259,760","1,674,223","395,173","717,588","839,098","963,177","525,236","645,402","756,015","1,013,164","1,008,083","1,016,124","1,055,070","691,548","572,910","1,092,420","1,037,144","729,394","923,772","791,927"
TX,LEE,48287,"1,642","3,501,714","1,336","4,271,992","2,243","2,694,015","1,931","3,909,551","4,202","4,433,314","2,317","4,368,436","2,467","4,808,334","3,260","5,361,017","4,018","4,591,740","3,037","4,680,469","3,269","4,930,333","3,254","4,953,262","2,677","5,027,287","3,003","5,057,862","3,116","4,161,117","4,283","425,232",290,"473,012",367,"283,722",296,"488,525",585,"558,150",364,"472,051",315,"554,819",460,"612,195",525,"572,623",541,"523,862",476,"547,203",463,"552,671",439,"498,556",417,"575,216",427,"455,608",488,"3,033,880","269,243","3,709,088","280,415","3,829,438","234,850","4,071,740","285,334","981,112","84,307","1,199,472","89,991","1,230,413","73,641","1,305,301","91,941","459,334","582,433","618,932","350,425","467,184","507,852","699,193","663,505","656,297","694,871","479,630","386,160","735,845","679,658","493,811","635,630","530,677"
TX,LEON,48289,"2,798","4,837,790","1,007","5,684,679","1,769","3,453,601","1,585","4,829,154","3,513","5,277,261","1,967","5,011,809","2,089","5,405,089","2,679","5,902,833","3,340","4,950,583","2,520","4,939,570","2,679","5,091,508","2,653","5,235,968","2,146","5,435,815","2,471","5,590,228","2,585","4,698,135","3,474","587,479",218,"629,430",289,"363,718",243,"603,436",489,"664,402",309,"541,573",267,"623,677",378,"674,067",436,"617,373",449,"552,862",390,"565,091",378,"584,215",352,"539,070",344,"635,760",354,"514,408",396,"3,660,456","423,342","4,607,333","322,863","4,617,677","316,680","4,489,605","402,808","1,166,527","134,826","1,485,196","102,427","1,491,079","95,540","1,435,409","121,511","804,500","892,267","913,034","684,913","1,598,279","1,185,389","1,510,294","1,156,827","939,260","1,217,041","1,057,326","764,538","1,448,145","941,044","980,132","1,367,248","1,106,601"
TX,LIBERTY,48291,"3,046","2,989,220","6,248","3,590,323","10,778","2,230,038","9,739","3,188,769","21,871","3,564,316","12,338","3,463,264","13,244","3,696,592","17,378","3,993,506","21,737","3,311,442","17,276","3,264,912","18,384","3,323,422","18,290","3,488,607","15,006","3,691,484","17,364","3,864,373","18,191","3,302,006","24,825","362,997","1,355","397,535","1,762","234,858","1,494","398,459","3,043","448,744","1,940","374,238","1,692","426,538","2,451","456,034","2,838","412,960","3,077","365,426","2,679","368,857","2,603","389,249","2,459","366,084","2,414","439,484","2,493","361,543","2,827","1,271,662","71,729","1,282,202","58,997","1,482,281","81,247","1,852,632","84,865","404,406","21,212","404,611","18,601","455,843","24,600","579,162","26,653","877,374","1,026,574","1,091,973","737,745","1,392,993","1,124,030","1,549,514","1,286,657","1,127,482","1,317,168","1,092,221","801,861","1,532,862","1,150,536","1,018,622","1,347,844","1,076,126"
TX,LIMESTONE,48293,"2,417","3,607,404","2,136","4,225,437","3,667","2,558,622","3,217","3,565,503","7,060","3,882,568","3,896","3,673,730","4,065","3,921,774","5,209","4,237,390","6,207","3,514,212","4,600","3,465,398","4,778","3,528,114","4,650","3,508,331","3,783","3,524,327","4,208","3,509,400","4,331","2,857,518","5,766","438,066",463,"467,857",599,"269,463",493,"445,534",982,"488,812",613,"396,981",519,"452,521",735,"483,883",811,"438,247",819,"387,865",696,"391,575",662,"391,450",620,"349,507",585,"399,114",593,"312,875",657,"3,342,469","837,551","2,832,199","973,067","3,369,256","642,892","3,219,577","994,247","972,612","275,464","857,843","332,666","1,063,719","207,859","981,309","335,617","702,143","820,374","826,858","566,134","1,254,521","1,079,264","1,221,669","974,207","808,643","1,033,812","891,779","707,708","1,180,866","840,116","824,280","1,111,663","946,974"
TX,LIPSCOMB,48295,"2,414","1,072,849",199,"1,205,238",329,"697,450",279,"925,021",600,"954,128",323,"850,416",330,"1,179,985",411,"1,586,095",477,"1,588,900",362,"1,853,176",386,"2,196,811",366,"2,152,263",290,"2,129,293",331,"2,087,220",332,"1,672,256",427,"130,282",43,"133,449",54,"73,452",43,"115,588",83,"120,124",51,"91,895",42,"136,155",58,"181,122",62,"198,147",64,"207,417",56,"243,817",52,"240,143",47,"211,162",46,"237,373",45,"183,098",49,"836,061","1,100,123","749,702","1,332,293","992,908","1,399,442","905,782","1,324,844","255,187","338,171","189,769","346,765","257,620","375,595","233,120","352,830","739,715","654,870","989,947","594,808","919,381","730,703","692,385","778,036","842,522","841,398","855,719","1,283,849","916,314","929,080","835,649","883,926","888,463"
TX,LIVE OAK,48297,"2,794","2,131,738",686,"2,358,271","1,226","1,340,726","1,098","1,741,845","2,437","1,753,372","1,416","1,517,745","1,520","1,634,093","2,030","1,781,462","2,514","1,491,369","1,904","1,485,249","2,051","1,527,936","2,002","1,457,298","1,663","1,400,807","1,884","1,331,215","1,943","1,031,446","2,530","258,868",149,"261,117",200,"141,199",168,"217,655",339,"220,748",223,"164,007",194,"188,553",286,"203,432",328,"185,984",339,"166,237",299,"169,581",285,"162,601",272,"138,918",262,"151,395",266,"112,935",288,"2,784,140","189,093","2,367,318","143,453","2,213,744","124,065","2,056,499","113,087","888,947","58,831","761,954","45,722","703,290","38,640","659,655","36,219","690,280","928,973","937,427","541,717","698,562","978,747","799,755","1,018,752","1,031,601","1,077,080","570,532","595,485","981,748","909,022","658,002","740,340","754,898"
TX,LLANO,48299,"2,502","245,280",977,"301,840","1,684","191,922","1,481","280,708","3,252","320,700","1,856","318,264","2,010","366,248","2,667","426,014","3,405","379,934","2,640","402,533","2,887","440,007","2,895","489,544","2,451","544,672","2,888","595,701","3,067","529,026","4,199","29,786",212,"33,421",275,"20,212",227,"35,076",453,"40,376",292,"34,391",257,"42,260",376,"48,648",445,"47,380",470,"45,054",421,"48,835",412,"54,622",402,"54,015",401,"67,747",420,"57,924",478,"2,026,213","289,037","1,930,087","205,457","1,838,128","153,194","1,847,820","138,599","657,981","92,583","614,136","66,105","581,243","48,292","577,216","44,683","483,315","606,011","727,259","417,077","608,439","918,554","745,518","756,279","637,959","766,356","699,214","581,572","802,424","716,139","620,615","699,176","656,938"
TX,LOVING,48301,"1,753",0,2,0,4,0,4,0,8,0,4,0,6,0,6,0,8,0,5,0,5,0,3,0,3,0,3,0,3,0,3,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"224,063","12,584","146,677","10,716","162,024","9,251","154,229","8,791","54,926","3,079","46,284","3,323","53,222","3,015","50,247","2,840","265,148","306,716","274,846","181,644","245,619","307,169","267,249","343,496","265,843","296,081","308,158","292,934","309,656","282,797","368,729","253,825","370,755"
TX,LUBBOCK,48303,"2,333","6,778,090","43,449","7,887,719","76,678","4,743,754","69,592","6,563,460","154,131","7,093,758","86,070","6,659,598","90,622","8,183,143","117,230","10,069,489","142,713","9,430,189","106,605","10,429,120","111,345","11,841,503","107,292","11,406,316","85,918","11,083,211","96,119","10,658,041","98,900","8,366,401","132,904","823,100","9,421","873,359","12,533","499,592","10,672","820,150","21,446","893,097","13,534","719,632","11,574","944,228","16,537","1,149,873","18,635","1,176,012","18,984","1,167,281","16,227","1,314,253","15,272","1,272,684","14,078","1,099,122","13,360","1,212,107","13,551","916,053","15,137","688,232","1,570,573","729,257","1,759,925","712,906","1,540,254","877,707","1,662,500","178,181","404,915","187,713","462,825","205,972","447,522","289,851","544,060","504,316","529,377","565,374","359,086","603,426","361,846","472,243","532,606","421,541","518,054","499,771","564,873","674,522","340,510","807,990","471,983","657,303"
TX,LYNN,48305,"2,314","3,204,587",492,"3,982,756",854,"2,555,875",761,"3,770,676","1,644","4,342,871",895,"4,342,769",934,"5,103,624","1,156","6,049,000","1,371","5,486,596",977,"5,902,417","1,016","6,542,080",989,"6,602,329",814,"6,731,024",902,"6,801,926",906,"5,620,419","1,167","389,150",107,"440,986",140,"269,174",117,"471,172",229,"546,763",141,"469,277",119,"588,891",163,"690,758",179,"684,218",174,"660,629",148,"726,086",141,"736,669",133,"667,515",125,"773,563",124,"615,390",133,"246,596","30,401","446,660","58,406","306,806","41,090","417,697","23,274","76,896","10,074","115,257","15,731","96,712","13,175","130,866","7,134","450,849","511,121","544,030","344,152","576,560","396,386","489,181","522,813","424,445","508,993","529,019","546,641","652,241","347,751","773,108","463,669","636,235"
TX,MCCULLOCH,48307,"2,780","833,552",628,"1,149,979","1,153","805,605","1,027","1,280,984","2,186","1,574,380","1,117","1,666,610","1,147","1,798,190","1,455","1,964,687","1,717","1,648,529","1,267","1,645,677","1,347","1,697,169","1,282","1,606,959","1,017","1,532,209","1,142","1,442,961","1,149","1,106,686","1,466","101,223",136,"127,330",188,"84,843",158,"160,068",304,"198,213",176,"180,093",146,"207,488",205,"224,355",224,"205,583",226,"184,193",196,"188,364",182,"179,300",167,"151,949",159,"164,104",157,"121,173",167,"2,411,800","413,557","1,911,662","320,503","2,533,159","338,974","2,195,282","225,524","652,712","132,688","530,308","96,911","584,656","87,839","515,447","55,697","453,502","567,566","715,495","427,051","649,825","1,041,021","780,779","706,902","563,221","716,789","805,566","641,003","735,818","680,712","632,968","652,086","642,165"
TX,MCLENNAN,48309,"2,746","6,855,862","33,247","8,143,648","58,290","5,002,457","53,024","7,074,309","118,724","7,820,434","66,405","7,515,147","70,006","8,244,429","90,121","9,161,586","110,181","7,820,986","82,199","7,945,793","86,996","8,342,401","84,694","8,548,627","68,841","8,844,942","77,357","9,066,958","79,761","7,596,699","106,759","832,544","7,209","901,697","9,528","526,837","8,131","883,984","16,520","984,585","10,442","812,083","8,941","951,299","12,713","1,046,196","14,387","975,333","14,638","889,334","12,678","925,898","12,056","953,832","11,280","877,153","10,752","1,031,158","10,929","831,777","12,159","3,288,084","823,923","2,722,022","935,213","3,192,406","609,147","3,317,913","1,024,615","965,683","273,502","748,848","290,398","909,552","177,733","925,323","316,470","791,635","931,888","955,003","595,697","1,290,767","1,257,474","1,261,859","1,089,958","901,616","1,141,705","973,202","809,976","1,279,712","963,919","896,280","1,192,774","1,011,160"
TX,MCMULLEN,48311,"2,959","191,438",30,"215,176",57,"124,594",44,"165,362",98,"170,701",51,"152,288",56,"176,637",69,"206,935",84,"185,754",64,"197,975",64,"217,586",62,"263,669",50,"312,984",56,"360,172",59,"333,272",78,"23,247",7,"23,825",9,"13,122",7,"20,663",14,"21,491",8,"16,456",7,"20,382",10,"23,631",11,"23,165",11,"22,158",9,"24,149",9,"29,419",8,"31,039",8,"40,961",8,"36,491",9,"1,576,915","183,601","1,376,620","210,987","1,148,593","107,302","1,158,886","182,997","512,210","54,302","444,467","62,708","365,094","30,550","289,586","42,612","729,956","966,065","993,455","569,262","735,984","1,029,414","852,724","1,066,627","1,074,011","1,126,581","615,728","630,916","1,034,292","958,122","698,172","786,775","795,905"
TX,MADISON,48313,"1,224","1,848,570","1,120","3,595,507","1,902","3,077,232","1,696","5,592,676","3,718","7,568,537","2,082","8,618,806","2,204","7,954,994","2,918","7,170,943","3,485","4,695,199","2,679","3,319,256","2,834","1,959,884","2,726","1,948,415","2,235","1,956,811","2,560","1,948,031","2,657","1,585,773","3,787","224,482",243,"398,109",311,"324,081",260,"698,843",517,"952,872",327,"931,343",281,"917,902",412,"818,877",455,"585,525",477,"371,508",413,"217,522",388,"217,399",366,"194,057",356,"221,544",364,"173,629",431,"1,972,822","228,162","2,405,468","168,565","2,566,915","176,039","2,399,975","215,326","624,976","72,234","765,866","52,818","824,405","52,823","757,993","64,166","349,115","395,373","410,182","292,151","635,699","486,535","635,382","507,184","427,519","530,898","442,081","320,814","622,510","429,684","417,862","578,705","448,072"
TX,MARION,48315,"1,089","590,266",969,"645,869","1,793","362,444","1,553","463,554","3,423","457,715","1,857","386,708","1,948","392,979","2,465","401,923","2,945","313,391","2,210","288,164","2,344","270,773","2,295","257,790","1,906","247,304","2,158","234,499","2,212","181,245","2,970","71,679",210,"71,513",293,"38,171",238,"57,924",476,"57,626",292,"41,787",249,"45,345",348,"45,897",385,"39,082",393,"32,253",342,"30,052",327,"28,764",312,"24,525",300,"26,669",303,"19,845",338,"457,486","42,566","443,817","37,641","401,352","33,054","413,324","23,218","110,818","9,613","107,951","8,624","97,144","7,440","128,355","7,098","343,045","465,747","394,643","306,160","563,986","585,949","632,081","368,524","349,908","468,760","456,061","449,918","456,295","405,668","395,621","453,718","507,758"
TX,MARTIN,48317,"2,371","2,030,037",329,"2,427,890",567,"1,501,659",504,"2,138,258","1,090","2,380,155",573,"2,303,139",613,"2,602,197",788,"2,975,740",922,"2,612,147",674,"2,726,905",683,"2,939,826",671,"3,041,749",541,"3,176,054",592,"3,284,039",591,"2,774,152",770,"246,518",71,"268,826",93,"158,148",77,"267,190",152,"299,659",90,"248,876",78,"300,260",111,"339,811",120,"325,753",120,"305,209",99,"326,283",96,"339,390",89,"314,969",82,"373,484",81,"303,747",88,"465,159","44,312","532,544","41,972","597,085","43,323","502,559","38,323","146,218","13,047","132,192","9,582","145,607","9,820","160,406","11,084","350,796","472,491","511,012","324,516","510,343","515,548","518,463","479,688","418,872","494,624","561,151","486,522","547,883","381,287","627,092","415,603","548,647"
TX,MASON,48319,"2,414","903,347",198,"1,148,703",341,"752,582",314,"1,131,369",670,"1,325,628",359,"1,346,635",382,"1,414,866",495,"1,502,788",599,"1,223,510",453,"1,182,639",477,"1,178,187",468,"1,196,779",379,"1,227,866",419,"1,248,509",431,"1,037,904",573,"109,698",43,"127,189",56,"79,259",48,"141,372",93,"166,895",56,"145,517",49,"163,257",70,"171,609",78,"152,580",81,"132,367",70,"130,763",67,"133,533",62,"121,767",58,"141,989",59,"113,642",65,"2,184,971","374,662","1,881,350","315,421","1,797,389","240,518","2,052,207","210,826","647,580","131,645","581,211","106,214","550,820","82,756","627,965","67,856","350,658","461,386","604,266","369,069","502,594","874,436","624,376","587,399","469,595","601,897","667,284","539,440","602,479","577,473","531,738","528,402","526,439"
TX,MATAGORDA,48321,"2,943","7,882,845","4,427","9,161,214","7,489","5,501,971","6,385","7,601,330","13,909","8,202,697","7,831","7,687,968","8,219","8,314,826","10,598","9,107,206","12,654","7,661,229","9,207","7,668,211","9,443","7,929,794","9,072","8,670,784","7,315","9,509,231","8,102","10,274,508","8,271","9,030,222","10,954","957,256",960,"1,014,366","1,224","579,444",979,"949,839","1,935","1,032,712","1,231","830,757","1,050","959,422","1,495","1,039,986","1,652","955,410","1,640","858,266","1,376","880,104","1,291","967,462","1,199","943,030","1,126","1,168,489","1,133","988,736","1,248","2,259,062","188,363","2,470,106","220,752","2,562,136","286,431","2,831,366","282,495","730,614","59,971","796,886","73,655","828,355","95,961","921,623","97,033","837,260","1,000,168","1,125,677","624,892","781,600","886,975","1,220,386","1,193,671","1,196,276","1,245,135","833,880","680,931","1,304,197","1,228,169","868,887","1,104,241","937,530"
TX,MAVERICK,48323,"3,343","590,266","3,569","740,690","6,366","479,532","5,758","713,203","13,129","827,587","7,687","833,305","8,435","867,471","11,211","912,019","13,800","734,162","10,525","700,713","11,221","688,216","11,049","636,687","9,061","591,104","10,301","539,711","10,597","399,145","14,232","71,679",774,"82,012","1,040","50,502",883,"89,120","1,827","104,192","1,209","90,046","1,077","100,095","1,581","104,147","1,802","91,555","1,874","78,427","1,635","76,383","1,573","71,040","1,485","58,620","1,432","61,380","1,452","43,703","1,621","1,864,853","676,908","1,437,676","610,964","1,295,157","371,623","1,051,450","317,673","508,307","172,682","356,546","143,914","393,099","106,023","319,501","91,506","479,094","653,524","776,190","477,236","596,189","1,079,866","780,522","769,950","646,017","796,833","791,281","682,088","764,089","764,255","666,360","643,724","680,177"
TX,MEDINA,48325,"3,457","5,007,292","2,411","5,770,641","4,359","3,434,807","3,985","4,700,283","8,955","5,020,548","5,103","4,654,189","5,460","5,092,320","7,440","5,643,777","9,358","4,805,078","7,486","4,868,682","8,172","5,097,955","8,272","5,167,061","6,907","5,289,984","7,934","5,367,769","8,247","4,453,303","11,181","608,062",523,"638,948",712,"361,739",611,"587,333","1,246","632,082",802,"502,929",697,"587,587","1,050","644,484","1,222","599,227","1,333","544,928","1,191","565,807","1,177","576,526","1,132","524,607","1,103","610,460","1,130","487,600","1,273","2,561,198","929,668","2,372,609","1,008,280","2,630,385","754,742","2,404,916","726,594","812,849","276,141","745,828","301,041","800,676","215,950","728,003","208,502","684,265","893,641","1,018,696","580,384","730,882","1,170,655","928,601","1,017,166","933,733","1,061,450","826,107","744,238","1,015,096","966,733","780,129","826,850","831,177"
TX,MENARD,48327,"2,337","121,643",124,"139,795",217,"82,959",188,"113,154",393,"120,438",211,"111,221",229,"151,699",296,"201,599",360,"200,324",274,"232,229",274,"273,997",269,"294,936",216,"319,141",234,"340,840",240,"296,534",318,"14,772",27,"15,479",35,"8,737",29,"14,139",55,"15,163",33,"12,019",29,"17,504",42,"23,021",47,"24,982",49,"25,992",40,"30,410",38,"32,908",35,"31,649",32,"38,763",33,"32,468",36,"1,650,755","94,233","1,468,958","87,529","1,588,029","80,030","1,412,870","74,421","416,933","23,722","379,496","22,466","411,683","20,838","376,910","19,893","267,336","370,560","523,801","336,217","429,265","832,057","543,848","499,133","372,703","511,359","636,785","511,835","502,933","503,174","486,039","445,492","469,744"
TX,MIDLAND,48329,"2,336","687,979","16,942","815,488","29,430","499,868","26,606","705,373","59,153","778,066","33,273","746,039","35,456","875,064","45,392","1,035,411","54,777","937,745","40,660","1,007,475","42,544","1,115,329","42,001","1,019,313","34,320","932,660","37,858","836,651","37,881","605,332","50,130","83,545","3,674","90,294","4,810","52,644","4,080","88,141","8,231","97,958","5,232","80,617","4,528","100,971","6,403","118,237","7,153","116,943","7,241","112,762","6,200","123,787","5,978","113,732","5,623","92,492","5,262","95,150","5,190","66,279","5,710","1,232,572","117,417","1,145,299","90,265","1,165,027","84,531","1,225,188","93,427","295,170","26,337","282,612","20,485","291,666","19,670","297,981","20,590","311,557","416,701","449,186","292,048","436,265","553,086","485,735","451,611","379,527","463,031","535,841","455,667","486,152","394,589","536,292","387,300","492,943"
TX,MILAM,48331,"2,646","6,628,530","2,296","7,792,829","3,930","4,736,825","3,499","6,627,038","7,736","7,245,994","4,213","6,885,463","4,431","7,609,161","5,651","8,517,416","6,835","7,323,868","5,035","7,494,439","5,307","7,924,959","5,161","8,167,879","4,172","8,497,400","4,651","8,756,119","4,766","7,372,651","6,397","804,938",498,"862,853",642,"498,862",537,"828,094","1,076","912,264",662,"744,039",566,"877,998",797,"972,636",892,"913,339",897,"838,816",773,"879,568",735,"911,349",684,"842,687",646,"995,807",653,"807,245",729,"3,690,277","611,015","4,122,913","600,796","4,097,120","547,374","3,758,564","1,365,866","1,152,950","186,448","1,302,081","185,015","1,285,937","170,532","1,152,221","460,983","746,873","920,452","969,963","584,127","962,825","947,356","1,181,849","1,070,895","1,002,049","1,124,881","832,404","669,321","1,220,033","1,033,887","825,905","1,083,289","879,554"
TX,MILLS,48333,"1,942","1,144,638",296,"1,339,924",516,"810,848",470,"1,129,192","1,030","1,228,762",572,"1,161,836",603,"1,330,455",796,"1,540,622",960,"1,368,311",721,"1,444,182",762,"1,573,065",737,"1,482,003",607,"1,405,109",680,"1,314,811",698,"1,001,032",904,"138,999",64,"148,362",84,"85,395",72,"141,100",143,"154,700",90,"125,547",77,"153,517",112,"175,929",125,"170,638",128,"161,640",111,"174,590",105,"165,358",100,"139,345",94,"149,530",96,"109,605",103,"2,055,970","274,504","1,742,394","278,401","2,015,797","242,137","2,172,614","271,340","601,762","71,837","496,623","65,098","480,026","48,392","639,897","63,346","451,024","512,257","596,142","325,884","626,128","805,320","672,455","660,188","512,945","632,564","627,094","505,823","726,200","588,643","530,509","655,783","604,902"
